#tail	head	edge_weight
Q9NPJ1	Q15583	3.82602e-01
Q9NPJ3	O75569	3.82602e-01
Q9NPJ3	Q14164	7.26178e-01
Q9NPJ3	P23508	7.26178e-01
Q99959	P63104	6.29649e-01
Q99959	P00533	3.82602e-01
Q99959	O15198	6.09872e-01
Q99959	P31947	7.50000e-01
Q99959	P27448	7.50000e-01
Q9NPJ6	P05067	2.97122e-01
Q9NPJ6	P10827	4.57230e-01
Q9NPJ6	Q93074	7.50000e-01
Q9NPJ6	P10828	4.57230e-01
Q9NPJ6	Q9BTT4	7.50000e-01
Q9NPJ6	O75448	4.60478e-01
Q9NPJ6	P48443	4.57230e-01
Q9NPJ6	Q6P2C8	4.60478e-01
Q9NPJ6	Q9NX70	7.50000e-01
Q9NPJ6	P51693	2.97122e-01
Q9NPJ6	P19793	4.57230e-01
Q9NPJ6	P28702	4.57230e-01
Q9NPJ6	O43617	3.82602e-01
Q9NPJ6	Q9Y2X0	4.60478e-01
Q9NPJ6	Q86YW9	4.60478e-01
Q9NPJ6	O95402	3.82602e-01
Q9NPJ6	Q96CW1	6.09872e-01
Q9NPJ6	O95379	6.09872e-01
Q9NPJ6	Q9BWU1	3.82602e-01
Q9NPJ6	A0JLT2	7.50000e-01
Q9NPJ6	Q9ULK4	2.97122e-01
Q9NPJ6	Q96EZ8	6.09872e-01
Q9NPJ6	Q99459	2.97122e-01
Q9NPJ6	Q06481	2.97122e-01
Q9NPJ6	Q92993	2.97122e-01
Q9NPJ6	Q9NVC6	4.60478e-01
Q9NPJ6	Q9NWA0	7.50000e-01
Q9NPJ6	O60244	7.50000e-01
Q9NPJ6	Q71SY5	3.82602e-01
Q9NPJ6	Q13573	2.97122e-01
Q9NPJ6	Q71F56	4.60478e-01
Q9NPJ6	Q96HR3	7.50000e-01
Q9NPJ6	Q9UHV7	4.60478e-01
Q9NPJ6	Q6VMQ6	6.09872e-01
Q9NPJ6	Q15648	4.60478e-01
Q9UI36	O75376	3.82602e-01
Q9UI36	Q96ST3	3.82602e-01
Q9UI36	P63279	3.82602e-01
Q9UI36	Q9UJ70	3.82602e-01
Q9UI36	Q13485	3.82602e-01
Q9UI36	P84022	3.82602e-01
Q04656	Q5EBL8	7.50000e-01
Q9UI30	Q9UKE5	2.97122e-01
Q9UI30	P40337	2.97122e-01
Q9UI30	Q9Y5N5	7.50000e-01
Q9UI30	O76081	7.26178e-01
Q9UI30	P62330	2.97122e-01
Q9UI30	Q9Y4K3	7.26178e-01
Q9UI30	Q9Y478	7.26178e-01
Q9UI30	P11171	7.26178e-01
Q9UI30	Q92900	6.09872e-01
Q9UI30	P01889	3.82602e-01
Q9UI30	P30480	2.97122e-01
Q9UI30	P23508	2.97122e-01
Q9UI30	Q14164	7.26178e-01
Q9NQ39	Q9HCK5	5.06777e-01
P22223	P18146	5.06777e-01
P22223	O60716	5.06777e-01
Q01449	P35579	4.57230e-01
Q01449	P60660	3.82602e-01
Q01449	Q7Z406	4.57230e-01
Q01449	P35580	4.57230e-01
Q01449	P60709	7.50000e-01
Q01449	P63261	7.50000e-01
Q01449	Q9P2M7	4.57230e-01
Q7L5D6	P20962	6.09872e-01
Q7L5D6	Q9P2S5	7.26178e-01
Q7L5D6	P46379	3.82602e-01
Q7L5D6	P26641	6.09872e-01
Q7L5D6	Q96AC6	3.82602e-01
Q7L5D6	P14314	6.09872e-01
Q7L5D6	P04179	3.82602e-01
Q7L5D6	Q9Y6H5	6.09872e-01
Q7L5D6	Q8NBM4	6.09872e-01
Q7L5D6	P04632	5.74756e-01
Q7L5D6	O75947	6.09872e-01
Q7L5D6	P53350	5.74756e-01
Q7L5D6	Q9Y5V3	7.26178e-01
Q7L5D6	Q9P2H0	6.09872e-01
Q7L5D6	P02766	5.74756e-01
Q7L5D6	Q92956	7.26178e-01
Q7L5D6	P38936	3.82602e-01
Q7L5D6	Q92993	5.74756e-01
Q96JK2	Q16531	5.96406e-01
Q96JK9	Q9UM47	7.50000e-01
Q96JK9	Q92831	4.60478e-01
Q96JK9	Q92830	4.60478e-01
Q96JK9	Q09472	4.60478e-01
Q96JK9	Q04721	7.50000e-01
Q96JK9	Q9UBG7	7.10591e-01
Q96JK9	Q12834	7.26178e-01
Q96JK9	P46531	7.50000e-01
Q96JK9	Q92793	4.60478e-01
Q96JK9	Q99466	7.50000e-01
Q96JK9	Q06330	7.50000e-01
P18146	Q13115	3.82602e-01
P18146	P31749	5.06777e-01
P18146	Q15822	5.06777e-01
P18146	Q63ZY3	5.06777e-01
P18146	Q5RI15	5.06777e-01
P18146	Q13118	5.06777e-01
P18146	Q9NVU0	5.06777e-01
P18146	P13693	5.06777e-01
P18146	Q13887	5.06777e-01
P18146	Q9Y4C1	5.06777e-01
P18146	P22392	5.06777e-01
P18146	P61978	5.06777e-01
P18146	P40933	5.06777e-01
P18146	Q14244	5.06777e-01
P18146	P35711	5.06777e-01
P18146	Q8WV35	5.06777e-01
P18146	Q00534	5.06777e-01
P18146	Q17RP2	5.06777e-01
P18146	O95155	5.06777e-01
P18146	Q96J65	5.06777e-01
P18146	Q13207	5.06777e-01
P18146	Q13206	5.06777e-01
P18146	Q9H246	5.06777e-01
P18146	Q9BW85	5.06777e-01
P18146	O75293	5.06777e-01
P18146	Q96RK1	5.06777e-01
P18146	O75298	5.06777e-01
P18146	Q14141	5.06777e-01
P18146	Q9NUR3	5.06777e-01
P18146	P10275	5.06777e-01
P18146	Q9NQA5	5.06777e-01
P18146	Q13478	5.06777e-01
P18146	P29965	7.50000e-01
P18146	P28562	3.82602e-01
P18146	P22736	5.06777e-01
P18146	P25788	3.82602e-01
P18146	O15090	5.06777e-01
P18146	P02746	5.06777e-01
P18146	P11464	5.06777e-01
P18146	Q14938	5.06777e-01
P18146	P01127	3.82602e-01
P18146	P11137	5.06777e-01
P18146	Q12796	5.06777e-01
P18146	Q15723	5.06777e-01
P18146	P48065	5.06777e-01
P18146	P09919	5.06777e-01
P18146	Q01581	5.06777e-01
P18146	Q8IYW5	5.06777e-01
P18146	Q92932	5.06777e-01
P18146	P08651	5.06777e-01
P18146	Q9NQX7	5.06777e-01
P18146	P12268	5.06777e-01
P18146	P43628	5.06777e-01
P18146	Q03405	5.06777e-01
P18146	Q9BX73	5.06777e-01
P18146	Q15532	5.06777e-01
P18146	P40617	5.06777e-01
P18146	Q05193	5.06777e-01
P18146	Q6ZMY3	5.06777e-01
P18146	Q92630	5.06777e-01
P18146	Q13469	7.50000e-01
P18146	Q8TEU7	5.06777e-01
P18146	Q9UII4	5.06777e-01
P18146	P15260	5.06777e-01
P18146	O14776	5.06777e-01
P18146	P24941	5.06777e-01
P18146	P51451	5.06777e-01
P18146	P15516	5.06777e-01
P18146	Q14566	5.06777e-01
P18146	Q96NX5	5.06777e-01
P18146	Q9BXH1	5.06777e-01
P18146	Q9UJW0	5.06777e-01
P18146	O75947	5.06777e-01
P18146	Q9NS00	5.06777e-01
P18146	P49585	5.06777e-01
P18146	Q9NQ25	5.06777e-01
P18146	Q07092	5.06777e-01
P18146	Q96PG8	5.06777e-01
P18146	Q15910	5.06777e-01
P18146	P98164	5.06777e-01
P18146	Q00796	5.06777e-01
P18146	Q92527	5.06777e-01
P18146	Q8NEV9	5.06777e-01
P18146	Q13126	5.06777e-01
P18146	Q13127	5.06777e-01
P18146	P06748	5.06777e-01
P18146	P32239	5.06777e-01
P18146	Q14894	5.06777e-01
P18146	Q08945	5.06777e-01
P18146	O95084	5.06777e-01
P18146	Q03014	5.06777e-01
P18146	P35573	5.06777e-01
P18146	Q02750	5.06777e-01
P18146	Q969P0	5.06777e-01
P18146	Q9Y397	5.06777e-01
P18146	Q16850	5.06777e-01
P18146	Q9UHM6	5.06777e-01
P18146	Q9BZR8	5.06777e-01
P18146	P54762	5.06777e-01
P18146	P11802	5.06777e-01
P18146	Q00987	5.06777e-01
P18146	Q15329	5.06777e-01
P18146	O60381	5.06777e-01
P18146	P18858	5.06777e-01
P18146	Q00577	5.06777e-01
P18146	P49915	5.06777e-01
P18146	P02533	5.06777e-01
P18146	Q9H3E2	5.06777e-01
P18146	Q01629	5.06777e-01
P18146	O15551	5.06777e-01
P18146	Q9NVF9	5.06777e-01
P18146	P48023	7.50000e-01
P18146	Q86UU0	5.06777e-01
P18146	P12644	5.06777e-01
P18146	Q9Y6Y0	5.06777e-01
P18146	P48145	5.06777e-01
P18146	Q9BT09	5.06777e-01
P18146	O15162	5.06777e-01
P18146	C9J442	5.06777e-01
P18146	P62495	5.06777e-01
P18146	P49336	5.06777e-01
P18146	Q9Y4K3	5.06777e-01
P18146	Q9UKV0	5.06777e-01
P18146	P15498	5.06777e-01
P18146	Q9Y6K1	5.06777e-01
P18146	P60568	6.68337e-01
P18146	Q9BUN5	5.06777e-01
P18146	Q9Y6K9	5.06777e-01
P18146	Q9Y5A9	5.06777e-01
P18146	O60721	5.06777e-01
P18146	O15524	5.06777e-01
P18146	P62993	5.06777e-01
P18146	Q86VK4	5.06777e-01
P18146	Q969F8	5.06777e-01
P18146	Q16772	5.06777e-01
P18146	Q16774	5.06777e-01
P18146	Q2TAL8	5.06777e-01
P18146	Q13163	5.06777e-01
P18146	Q99952	5.06777e-01
P18146	Q9NR48	5.06777e-01
P18146	Q96LC9	5.06777e-01
P18146	Q02535	3.82602e-01
P18146	Q92569	5.06777e-01
P18146	Q03181	5.06777e-01
P18146	Q8TB36	5.06777e-01
P18146	P22223	5.06777e-01
P18146	Q9H0M4	5.06777e-01
P18146	O95741	5.06777e-01
P18146	O95749	5.06777e-01
P18146	Q9UIV8	5.06777e-01
P18146	P37231	3.82602e-01
P18146	P11844	5.06777e-01
P18146	Q06609	5.06777e-01
P18146	Q14774	5.06777e-01
P18146	P22033	5.06777e-01
P18146	Q99705	5.06777e-01
P18146	P54219	5.06777e-01
P18146	Q12923	5.06777e-01
P18146	Q04727	5.06777e-01
P18146	P48426	5.06777e-01
P18146	P08910	5.06777e-01
P18146	P49796	5.06777e-01
P18146	P16035	5.06777e-01
P18146	O14901	5.06777e-01
P18146	Q15072	5.06777e-01
P18146	Q9HCM9	5.06777e-01
P18146	Q69YH5	5.06777e-01
P18146	Q15078	6.11599e-01
P18146	O43474	5.06777e-01
P18146	Q02094	5.06777e-01
P18146	Q9NYI0	5.06777e-01
P18146	Q5T2R2	5.06777e-01
P18146	Q93096	5.06777e-01
P18146	O95235	5.06777e-01
P18146	Q9H7P9	5.06777e-01
P18146	Q16827	5.06777e-01
P18146	P03973	5.06777e-01
P18146	P20142	5.06777e-01
P18146	P29475	5.06777e-01
P18146	Q04900	5.06777e-01
P18146	O15121	5.06777e-01
P18146	Q9ULV5	5.06777e-01
P18146	P11473	2.97122e-01
P18146	P01137	7.50000e-01
P18146	P43026	5.06777e-01
P18146	Q96BY2	5.06777e-01
P18146	P19544	5.06777e-01
P18146	P32456	5.06777e-01
P18146	Q9Y222	5.06777e-01
P18146	P00533	7.50000e-01
P18146	Q09472	7.50000e-01
P18146	Q5T5Y3	5.06777e-01
P18146	Q00887	5.06777e-01
P18146	Q9UHW5	5.06777e-01
P18146	P63218	5.06777e-01
P18146	O95832	5.06777e-01
P18146	Q00888	5.06777e-01
P18146	Q8WXH6	5.06777e-01
P18146	Q14814	5.06777e-01
P18146	Q99674	5.06777e-01
P18146	P01344	3.82602e-01
P18146	P35226	5.06777e-01
P18146	P10070	5.06777e-01
P18146	Q9NZI7	5.06777e-01
P18146	O14641	5.06777e-01
P18146	O95069	5.06777e-01
P18146	O14649	5.06777e-01
P18146	Q8ND90	5.06777e-01
P18146	P34810	5.06777e-01
P18146	P62070	5.06777e-01
P18146	Q9P0U3	5.06777e-01
P18146	Q9UQN3	5.06777e-01
P18146	Q9H845	5.06777e-01
P18146	P24158	5.06777e-01
P18146	P00441	5.06777e-01
P18146	P42771	3.82602e-01
P18146	Q9NYF8	5.06777e-01
P18146	Q9HAZ1	5.06777e-01
P18146	P48506	5.06777e-01
P18146	P53355	5.06777e-01
P18146	O15055	5.06777e-01
P18146	Q9UGC6	5.06777e-01
P18146	O60711	5.06777e-01
P18146	Q04609	5.06777e-01
P18146	P52823	5.06777e-01
P18146	Q9NZN8	5.06777e-01
P18146	Q06546	5.06777e-01
P18146	Q01851	5.06777e-01
P18146	Q8TAX9	5.06777e-01
P18146	P05112	5.06777e-01
P18146	P59990	5.06777e-01
P18146	Q9Y5W3	5.06777e-01
P18146	Q96T37	5.06777e-01
P18146	P04637	7.50000e-01
P18146	P41279	5.06777e-01
P18146	Q9BYV1	5.06777e-01
P18146	Q9BZJ6	5.06777e-01
P18146	P26651	5.06777e-01
P18146	Q9Y5R6	5.06777e-01
P18146	O14576	5.06777e-01
P18146	Q9UMX9	5.06777e-01
P18146	O14646	5.06777e-01
P18146	P22004	5.06777e-01
P18146	Q71UI9	5.06777e-01
P18146	P18848	5.06777e-01
P18146	Q9Y2Y6	5.06777e-01
P18146	Q5JTC6	5.06777e-01
P18146	Q13813	5.06777e-01
P18146	Q9H2G9	5.06777e-01
P18146	Q96NL0	5.06777e-01
P18146	P49848	5.06777e-01
P18146	Q93070	5.06777e-01
P18146	P08779	5.06777e-01
P18146	P21926	5.06777e-01
P18146	P40939	5.06777e-01
P18146	P32418	5.06777e-01
P18146	Q9BYX2	5.06777e-01
P18146	O43447	5.06777e-01
P18146	Q9H8W5	5.06777e-01
P18146	P49407	5.06777e-01
P18146	Q13356	5.06777e-01
P18146	P12980	5.06777e-01
P18146	O43889	5.06777e-01
P18146	Q15025	5.06777e-01
P18146	P15104	5.06777e-01
P18146	P25445	5.06777e-01
P18146	Q13451	5.06777e-01
P18146	Q9Y271	5.06777e-01
P18146	Q16587	5.06777e-01
P18146	P35913	5.06777e-01
P18146	Q6PL18	5.06777e-01
P18146	P04080	5.06777e-01
P18146	P22304	5.06777e-01
P18146	P04085	3.82602e-01
P18146	Q9UJU2	5.06777e-01
P18146	Q05925	5.06777e-01
P18146	P27797	5.06777e-01
P18146	Q12772	3.82602e-01
P18146	Q9Y5B9	5.06777e-01
P18146	P17813	5.06777e-01
P18146	Q96IM9	5.06777e-01
P18146	P16220	5.06777e-01
P18146	P14314	5.06777e-01
P18146	Q16649	5.06777e-01
P18146	O95626	5.06777e-01
P18146	P46059	5.06777e-01
P18146	Q99440	5.06777e-01
P18146	Q8IVS8	5.06777e-01
P18146	Q9HCG7	5.06777e-01
P18146	P15036	5.06777e-01
P18146	Q5BJF2	5.06777e-01
P18146	Q6UX53	5.06777e-01
P18146	Q92793	5.06777e-01
P18146	P10145	5.06777e-01
P18146	Q13572	5.06777e-01
P18146	O00165	5.06777e-01
P18146	Q9BPW4	5.06777e-01
P18146	O95751	5.06777e-01
P18146	Q9HAW4	5.06777e-01
P18146	Q14761	5.06777e-01
P18146	Q14764	5.06777e-01
P18146	P63027	5.06777e-01
P18146	P46937	7.50000e-01
P18146	P46527	5.06777e-01
P18146	P55210	5.06777e-01
P18146	P14780	5.06777e-01
P18146	Q5THR3	5.06777e-01
P18146	Q8WY64	5.06777e-01
P18146	O75330	5.06777e-01
P18146	Q6NUT2	5.06777e-01
P18146	P31641	5.06777e-01
P18146	Q9NP92	5.06777e-01
P18146	O43364	5.06777e-01
P18146	Q8WUM0	5.06777e-01
P18146	Q96G03	5.06777e-01
P18146	O43566	5.06777e-01
P18146	P16070	6.11599e-01
P18146	P17612	5.06777e-01
P18146	O95477	5.06777e-01
P18146	Q04917	5.06777e-01
P18146	Q99767	5.06777e-01
P18146	P38398	5.06777e-01
P18146	P29466	5.06777e-01
P18146	Q8N6M6	5.06777e-01
P18146	Q8IZD2	5.06777e-01
P18146	P38936	7.50000e-01
P18146	P35716	5.06777e-01
P18146	P41161	5.06777e-01
P18146	P35713	6.11599e-01
P18146	O43318	5.06777e-01
P18146	Q8IUH4	5.06777e-01
P18146	Q7Z2X4	5.06777e-01
P18146	P01583	5.06777e-01
P18146	Q96A47	5.06777e-01
P18146	P63165	7.26178e-01
P18146	P36402	5.06777e-01
P18146	Q92839	5.06777e-01
P18146	P11161	5.06777e-01
P18146	Q9BZE4	5.06777e-01
P18146	P01210	5.06777e-01
P18146	P33993	5.06777e-01
P18146	Q05952	5.06777e-01
P18146	Q8WXI7	5.06777e-01
P18146	P08047	7.50000e-01
P18146	Q8IYK4	5.06777e-01
P18146	P49069	5.06777e-01
P18146	Q92597	5.06777e-01
P18146	Q15415	5.06777e-01
P18146	P15531	5.06777e-01
P18146	P62633	5.06777e-01
P18146	P04118	5.06777e-01
P18146	Q14943	5.06777e-01
P18146	Q8TAP8	5.06777e-01
P18146	Q8N726	7.50000e-01
P18146	P22681	5.06777e-01
P18146	Q99996	5.06777e-01
P18146	Q15797	5.06777e-01
P18146	P42785	5.06777e-01
P18146	Q13547	5.06777e-01
P18146	Q9BXJ5	5.06777e-01
P18146	Q96A33	5.06777e-01
P18146	Q86UL8	5.06777e-01
P18146	P55318	5.06777e-01
P18146	P67775	5.06777e-01
P18146	Q9NQU5	5.06777e-01
P18146	Q9UBY5	5.06777e-01
P18146	Q96QZ0	5.06777e-01
P18146	O00631	5.06777e-01
P18146	Q9UI08	5.06777e-01
P18146	P13725	5.06777e-01
P18146	P15408	5.06777e-01
P18146	P26367	5.06777e-01
P18146	P17483	5.06777e-01
P18146	O94817	5.06777e-01
P18146	O94810	5.06777e-01
P18146	P15812	5.06777e-01
P18146	Q969V6	5.06777e-01
P18146	O00257	5.06777e-01
P18146	P55263	5.06777e-01
P18146	P55265	5.06777e-01
P18146	P23511	5.06777e-01
P18146	Q12947	5.06777e-01
P18146	P53667	5.06777e-01
P18146	O75347	5.06777e-01
P18146	Q12824	5.06777e-01
P18146	Q96BK5	5.06777e-01
P18146	Q13015	5.06777e-01
P18146	Q8N157	5.06777e-01
P18146	Q6H8Q1	5.06777e-01
P18146	P84243	5.06777e-01
P18146	Q9Y468	5.06777e-01
P18146	Q9Y3M8	5.06777e-01
P18146	Q9UIF9	5.06777e-01
P18146	Q15742	7.50000e-01
P18146	P33151	5.06777e-01
P18146	P51817	5.06777e-01
P18146	Q15154	5.06777e-01
P18146	P60002	5.06777e-01
P18146	Q9ULZ2	5.06777e-01
P18146	O95863	7.26178e-01
P18146	P10242	5.06777e-01
P18146	Q5UIP0	5.06777e-01
P18146	O75449	5.06777e-01
P18146	P60484	3.82602e-01
P18146	Q9Y6M9	5.06777e-01
P18146	P19526	5.06777e-01
P18146	Q9NS69	5.06777e-01
P18146	P21589	5.06777e-01
P18146	P21583	5.06777e-01
P18146	Q92769	5.06777e-01
P18146	P08648	5.06777e-01
P18146	Q92945	5.06777e-01
P18146	Q9NS87	5.06777e-01
P18146	Q92547	3.82602e-01
P18146	P01375	7.50000e-01
P18146	Q99972	5.06777e-01
P18146	Q92629	5.06777e-01
P18146	P55197	5.06777e-01
P18146	Q9BYU1	5.06777e-01
P18146	P23946	5.06777e-01
P18146	P05412	5.06777e-01
P18146	P13807	5.06777e-01
P18146	Q9P299	5.06777e-01
P18146	P16930	5.06777e-01
P18146	Q99805	5.06777e-01
P18146	P84022	5.06777e-01
P18146	Q07325	5.06777e-01
P18146	Q8WU17	5.06777e-01
P18146	O60282	5.06777e-01
P18146	O75477	5.06777e-01
P18146	O75309	5.06777e-01
P18146	Q5T447	5.06777e-01
P18146	P29353	5.06777e-01
P18146	P29350	5.06777e-01
P18146	O00186	5.06777e-01
P18146	Q9Y2D8	5.06777e-01
P18146	O43670	5.06777e-01
P18146	Q06136	5.06777e-01
P18146	P37173	6.11599e-01
P18146	Q13686	5.06777e-01
P18146	Q96Q05	5.06777e-01
P18146	Q8WXS3	5.06777e-01
P18146	Q14626	5.06777e-01
P18146	P14923	5.06777e-01
P18146	P36776	5.06777e-01
P18146	Q9NZ08	5.06777e-01
P18146	Q96S97	5.06777e-01
P18146	Q9H4A5	5.06777e-01
P18146	Q99661	5.06777e-01
P18146	P27816	5.06777e-01
P18146	O15105	5.06777e-01
P18146	Q9HBI6	5.06777e-01
P18146	P49279	5.06777e-01
P18146	Q969Z4	5.06777e-01
P18146	Q14585	5.06777e-01
P18146	O95644	7.50000e-01
P18146	P36507	5.06777e-01
P18146	Q9Y3N9	5.06777e-01
P18146	P09629	5.06777e-01
P18146	Q07812	7.50000e-01
P18146	P19367	5.06777e-01
P18146	P82979	5.06777e-01
P18146	P78386	5.06777e-01
P18146	P61244	5.06777e-01
P18146	P00519	5.06777e-01
P18146	P17676	7.50000e-01
P18146	P49321	5.06777e-01
P18146	P51825	5.06777e-01
P18146	Q9Y314	5.06777e-01
P18146	P14778	5.06777e-01
P18146	Q99836	5.06777e-01
P18146	Q9Y4R7	5.06777e-01
P18146	Q14978	5.06777e-01
P18146	O95727	5.06777e-01
P18146	P40313	5.06777e-01
P18146	Q9H582	5.06777e-01
P18146	Q96QK1	5.06777e-01
P18146	P17405	5.06777e-01
P18146	Q5JXC2	5.06777e-01
P18146	Q16667	5.06777e-01
P18146	P37059	5.06777e-01
P18146	Q16665	5.06777e-01
Q9UGF7	P38405	7.10591e-01
Q9UGF5	P38405	7.10591e-01
Q7Z6K1	P12757	6.09872e-01
Q9BYC9	Q15811	5.74756e-01
Q9BYC9	P47756	3.82602e-01
Q9BYC9	Q12929	5.74756e-01
Q9BYC9	P62158	6.09872e-01
Q9BYC9	Q13625	6.09872e-01
Q9BYC9	P24666	3.82602e-01
Q9BYC9	P09001	5.06777e-01
Q9BYC9	Q9BVJ7	1.99474e-01
Q9BYC9	O60641	3.82602e-01
Q9BYC9	P51398	5.06777e-01
Q9BYC9	Q92995	5.74756e-01
Q9BYC9	Q14197	5.06777e-01
Q14258	P62837	4.96212e-01
Q14258	Q9Y2X8	4.96212e-01
Q14258	O95786	7.50000e-01
Q14258	P61077	4.96212e-01
Q14258	P61088	1.35696e-01
Q14258	P51668	4.96212e-01
Q14258	P42224	7.50000e-01
Q14258	P03372	5.06777e-01
Q14258	Q8WVN8	1.35696e-01
Q14258	O75800	3.82602e-01
Q14258	P31947	3.82602e-01
Q14258	Q9BYX4	3.82602e-01
Q14258	O14933	3.82602e-01
O75694	Q9UKX7	3.82602e-01
O75694	Q96HA1	3.82602e-01
O75694	Q8NFH5	7.50000e-01
O75694	P78406	3.82602e-01
O75694	Q53GS7	3.82602e-01
O75694	Q9Y4K3	7.26178e-01
O75694	Q8NFH3	3.82602e-01
O75694	Q99567	3.82602e-01
O75694	P01889	3.82602e-01
O75694	P30480	2.97122e-01
O75694	P11802	7.26178e-01
O75694	Q9NRG9	3.82602e-01
O75694	Q96EE3	3.82602e-01
O75694	O15504	3.82602e-01
O75694	Q8N1F7	3.82602e-01
O75694	P11171	7.26178e-01
O75694	P49790	3.82602e-01
O75694	P49792	3.82602e-01
O75694	Q9BW27	3.82602e-01
O75694	P40337	7.26178e-01
O75694	O95405	6.09872e-01
O75694	P12270	3.82602e-01
O75694	Q5SRE5	3.82602e-01
O75694	P19532	7.26178e-01
O75694	P23508	7.26178e-01
O75694	P52948	3.82602e-01
O75694	Q92621	3.82602e-01
O75694	Q99459	2.97122e-01
O75694	P35658	3.82602e-01
O75694	Q13573	2.97122e-01
O75694	Q8IY92	5.06777e-01
O75694	Q8TEM1	3.82602e-01
O75695	P36405	4.88996e-01
O75695	Q13432	7.50000e-01
P0C5Y9	Q9UBN7	4.57230e-01
P0C5Y9	Q93079	4.60478e-01
P0C5Y9	P33778	4.60478e-01
P0C5Y9	Q9UKV0	4.57230e-01
P0C5Y9	P58876	4.60478e-01
P0C5Y9	P62807	4.60478e-01
P0C5Y9	Q8IYW5	3.82602e-01
P0C5Y9	Q96RL1	3.82602e-01
P0C5Y9	Q8N257	4.60478e-01
P0C5Y9	O15379	4.57230e-01
P0C5Y9	P62875	3.82602e-01
P0C5Y9	Q13547	4.57230e-01
P0C5Y9	Q92769	4.57230e-01
P0C5Y9	Q16778	4.60478e-01
P0C5Y9	Q99877	4.60478e-01
P0C5Y9	Q8WUI4	4.57230e-01
P0C5Y9	P56524	4.57230e-01
P0C5Y9	Q969S8	4.57230e-01
P0C5Y9	Q99879	4.60478e-01
P0C5Y9	P0C1H6	4.60478e-01
P0C5Y9	O60814	4.60478e-01
P0C5Y9	Q9BY41	4.57230e-01
P0C5Y9	Q96DB2	4.57230e-01
P0C5Y9	Q9Y5B9	3.82602e-01
P0C5Y9	P06899	4.60478e-01
P0C5Y9	Q9UQL6	4.57230e-01
P0C5Y9	Q99880	4.60478e-01
P0C5Y9	Q08945	3.82602e-01
P0C5Y9	Q96A08	4.60478e-01
P0C5Y9	Q7Z2G1	4.60478e-01
P0C5Y9	Q5QNW6	4.60478e-01
P0C5Y9	P23527	4.60478e-01
Q14254	Q9BX66	4.57230e-01
Q14254	O75955	7.50000e-01
Q14254	P51636	3.82602e-01
Q14254	Q03135	7.26178e-01
Q14254	P13569	7.26178e-01
Q14254	O77932	6.09872e-01
Q5VTR2	Q99627	6.28963e-01
Q5VTR2	O00487	6.28963e-01
Q5VTR2	Q9UBW8	6.28963e-01
Q5VTR2	O00231	6.28963e-01
Q5VTR2	O00232	6.28963e-01
Q5VTR2	P33778	3.82602e-01
Q5VTR2	O75832	6.28963e-01
Q5VTR2	P51965	3.82602e-01
Q5VTR2	O14818	6.28963e-01
Q5VTR2	Q7L5N1	6.28963e-01
Q5VTR2	Q9BT78	6.28963e-01
Q5VTR2	P06899	3.82602e-01
Q5VTR2	P51665	6.28963e-01
Q5VTR2	O00507	6.28963e-01
Q5VTR2	Q16401	6.28963e-01
Q5VTR2	P35998	6.28963e-01
Q5VTR2	Q92905	7.50000e-01
Q5VTR2	Q99460	6.28963e-01
Q5VTR2	Q9UNS2	6.28963e-01
Q5VTR2	P17980	6.28963e-01
Q5VTR2	Q9BRP4	6.28963e-01
Q5VTR2	Q15008	6.28963e-01
Q5VTR2	Q5VYV7	5.06777e-01
Q5VTR2	Q7Z6Z7	6.28963e-01
Q5VTR2	P49459	4.93187e-01
Q5VTR2	P04637	4.93187e-01
Q5VTR2	O43242	6.28963e-01
Q5VTR2	Q16531	6.28963e-01
Q5VTR2	P62191	6.28963e-01
Q5VTR2	P62195	6.28963e-01
Q5VTR2	Q13200	6.28963e-01
Q5VTR2	P63146	4.93187e-01
Q5VTR2	O75150	7.50000e-01
Q5VTR2	P43686	6.28963e-01
Q02388	Q9UKC9	6.09872e-01
Q02388	Q8TBC3	6.09872e-01
Q02388	Q8IWR0	6.09872e-01
Q02388	Q5JRA6	7.50000e-01
Q02388	P11142	6.09872e-01
Q9UDT6	P61244	3.82602e-01
Q8TC57	O43186	1.99474e-01
P19438	P08107	3.82602e-01
P19438	Q9BXW9	7.50000e-01
P19438	Q9Y478	3.82602e-01
P19438	P40939	7.50000e-01
P19438	Q96CV9	3.82602e-01
P19438	Q8WXG6	7.50000e-01
P19438	Q9Y4K3	7.50000e-01
P19438	O14735	7.50000e-01
P19438	O60641	3.82602e-01
P19438	P51397	3.82602e-01
P19438	Q9Y6K9	7.50000e-01
P19438	P07900	7.50000e-01
P19438	P78527	7.50000e-01
P19438	P55957	3.82602e-01
P19438	Q7Z3U7	7.50000e-01
P19438	P25445	3.82602e-01
P19438	P27824	7.50000e-01
P19438	Q00325	7.50000e-01
P19438	P43405	7.50000e-01
P19438	Q96B97	5.06777e-01
P19438	Q05397	7.50000e-01
P19438	Q96AG4	7.50000e-01
P19438	Q9BUF5	7.50000e-01
P19438	P23396	7.50000e-01
P19438	Q8TCG1	3.82602e-01
P19438	Q9NXR7	5.06777e-01
P19438	Q13200	7.50000e-01
P19438	O43353	3.82602e-01
P19438	Q15311	7.50000e-01
P19438	O14920	7.50000e-01
P19438	P53675	7.50000e-01
P19438	Q12933	7.50000e-01
P19438	Q12931	7.50000e-01
P19438	P63244	7.50000e-01
P19438	P62987	7.50000e-01
P19438	P62333	3.82602e-01
